machine_type,machine_id,filename,true_label,health_score,health_state,norm_euclidean,norm_euclidean_recomputed,dsp_group_MFCC,dsp_group_MFCC_delta,dsp_group_MFCC_delta2,dsp_group_Spectral,dsp_group_Temporal,dsp_group_Harmonic,top_embedding_dims,top_embedding_abs_z
pump,id_02,00000009.wav,abnormal,75.127,GOOD,21.2434,46.2708,0.993038,0.950352,0.776418,0.783871,0.677128,0.21488,"[69, 109, 183, 82, 62, 42, 207, 174, 187, 57, 216, 141, 242, 7, 185, 184, 142, 28, 103, 118]","[7.8599, 6.4457, 6.3341, 5.9818, 5.8121, 5.8107, 5.7804, 5.6286, 5.3863, 5.346, 5.3298, 5.2622, 5.2619, 5.2603, 5.2218, 5.1754, 5.0966, 5.089, 5.0079, 4.9492]"
pump,id_02,00000010.wav,abnormal,3.1892,CRITICAL,39.4594,29.6895,0.982066,1.006174,0.986945,0.553207,0.777797,1.271609,"[35, 159, 188, 63, 29, 164, 21, 103, 8, 69, 10, 211, 79, 76, 167, 12, 41, 0, 55, 71]","[4.0749, 3.8583, 3.8537, 3.5426, 3.4189, 3.2704, 3.2097, 3.171, 3.1585, 3.1567, 3.1447, 3.1327, 3.1325, 3.0998, 3.0826, 3.0802, 3.0745, 3.0516, 3.0487, 3.034]"
pump,id_02,00000011.wav,abnormal,1.8468,CRITICAL,41.1342,24.6038,0.900423,1.202421,1.046453,0.572825,1.068329,0.649357,"[63, 178, 161, 175, 147, 77, 111, 218, 130, 247, 38, 114, 206, 236, 181, 159, 21, 188, 102, 166]","[3.4909, 3.3927, 3.3754, 3.2506, 3.2257, 3.1605, 3.1376, 3.0614, 2.9594, 2.9542, 2.9249, 2.9212, 2.8941, 2.8679, 2.8499, 2.8425, 2.7646, 2.7509, 2.6503, 2.6432]"
pump,id_02,00000012.wav,abnormal,41.6664,CRITICAL,27.6382,24.3118,0.891062,0.985201,0.965823,0.489097,0.82546,0.576308,"[69, 7, 187, 103, 93, 213, 34, 76, 211, 215, 123, 190, 41, 82, 183, 188, 131, 142, 36, 189]","[3.237, 2.7269, 2.6907, 2.6703, 2.6275, 2.6216, 2.6067, 2.5557, 2.5332, 2.5242, 2.4906, 2.476, 2.4548, 2.4469, 2.4077, 2.3873, 2.3842, 2.3733, 2.3393, 2.3391]"
pump,id_02,00000013.wav,abnormal,30.503,CRITICAL,29.7931,22.9748,0.857925,0.979322,1.074125,0.554371,0.800937,0.439435,"[63, 175, 178, 161, 135, 130, 114, 150, 240, 159, 85, 173, 188, 43, 236, 35, 127, 83, 203, 198]","[3.7759, 3.1942, 3.1843, 3.1315, 2.9488, 2.91, 2.8826, 2.8661, 2.8473, 2.7331, 2.7278, 2.7249, 2.6721, 2.6075, 2.5367, 2.5226, 2.4718, 2.454, 2.4278, 2.4116]"
pump,id_02,00000014.wav,abnormal,18.7852,CRITICAL,32.4969,29.9735,0.749725,0.983752,0.888177,0.419109,1.071552,1.919961,"[188, 206, 204, 111, 63, 69, 102, 77, 54, 147, 83, 127, 82, 24, 38, 218, 200, 92, 109, 190]","[3.5538, 3.5495, 3.528, 3.5228, 3.5173, 3.4642, 3.3619, 3.3231, 3.288, 3.2773, 3.2531, 3.2462, 3.217, 3.1826, 3.1754, 3.0928, 3.0779, 3.036, 3.0, 2.9936]"
pump,id_04,00000081.wav,normal,90.3869,EXCELLENT,16.2835,17.6746,0.481581,0.772879,0.791831,0.566823,0.824381,0.662167,"[173, 145, 70, 253, 83, 151, 198, 245, 217, 150, 232, 85, 121, 51, 16, 63, 114, 148, 203, 115]","[2.5197, 2.5157, 2.2925, 2.2598, 2.2116, 2.1748, 2.0738, 2.0394, 2.0312, 2.0221, 1.9827, 1.9768, 1.965, 1.921, 1.9131, 1.9056, 1.8996, 1.8978, 1.8916, 1.7782]"
pump,id_04,00000105.wav,normal,60.8861,WARNING,25.5728,14.3224,0.732947,0.629043,0.625928,1.048226,0.723265,1.766332,"[219, 233, 177, 40, 90, 36, 164, 99, 48, 217, 65, 195, 208, 15, 218, 5, 145, 54, 72, 84]","[2.3733, 1.9811, 1.9626, 1.7795, 1.7316, 1.731, 1.7304, 1.7129, 1.7059, 1.7046, 1.6821, 1.6586, 1.6484, 1.6444, 1.6234, 1.6207, 1.6073, 1.6071, 1.5918, 1.5699]"
pump,id_04,00000328.wav,normal,99.133,EXCELLENT,6.5609,16.4653,0.711223,0.759552,0.765579,1.396433,1.007755,1.257214,"[16, 85, 70, 115, 150, 135, 73, 244, 137, 126, 198, 179, 30, 230, 148, 240, 247, 43, 79, 206]","[2.1169, 2.1022, 2.0648, 2.0465, 1.9302, 1.8761, 1.859, 1.8528, 1.8461, 1.8272, 1.8142, 1.7941, 1.772, 1.7706, 1.7404, 1.7217, 1.6871, 1.6733, 1.673, 1.6658]"
pump,id_04,00000698.wav,normal,95.995,EXCELLENT,12.2499,7.913,0.599672,0.659723,0.728545,0.758078,0.58711,0.702998,"[47, 58, 202, 229, 97, 40, 108, 166, 195, 87, 65, 164, 218, 147, 38, 14, 248, 206, 54, 246]","[0.8962, 0.8939, 0.8928, 0.8893, 0.8884, 0.8818, 0.8817, 0.8753, 0.8639, 0.8505, 0.8421, 0.8364, 0.8261, 0.8247, 0.8176, 0.8164, 0.8098, 0.8052, 0.8019, 0.8018]"
pump,id_04,00000558.wav,normal,96.2574,EXCELLENT,11.9672,15.1393,0.741554,0.787478,0.736889,0.620161,0.595389,0.777099,"[50, 49, 224, 170, 22, 106, 136, 98, 237, 94, 13, 104, 8, 197, 193, 78, 185, 112, 1, 167]","[1.8907, 1.862, 1.7713, 1.7691, 1.7467, 1.7447, 1.7346, 1.7259, 1.6976, 1.6917, 1.6723, 1.6672, 1.6601, 1.6588, 1.6285, 1.627, 1.6234, 1.5966, 1.594, 1.5906]"
pump,id_04,00000184.wav,normal,97.9764,EXCELLENT,9.5487,11.0263,0.565182,0.869877,0.795852,0.644213,0.569058,0.805118,"[254, 192, 213, 220, 223, 232, 237, 97, 231, 101, 108, 53, 159, 35, 211, 251, 65, 252, 162, 12]","[1.8501, 1.8183, 1.7006, 1.4867, 1.4776, 1.4632, 1.4088, 1.392, 1.3639, 1.3599, 1.3344, 1.3234, 1.3088, 1.3076, 1.2814, 1.2781, 1.2709, 1.2618, 1.2593, 1.2588]"
pump,id_04,00000440.wav,normal,97.745,EXCELLENT,9.9571,13.8197,0.480074,0.670167,0.72846,0.307292,0.719395,0.692897,"[255, 237, 0, 66, 12, 243, 146, 136, 112, 19, 91, 119, 50, 49, 36, 85, 55, 170, 158, 160]","[1.8383, 1.7765, 1.775, 1.743, 1.7318, 1.7298, 1.687, 1.6826, 1.6692, 1.6578, 1.648, 1.6469, 1.6272, 1.6026, 1.6011, 1.5791, 1.578, 1.5676, 1.551, 1.5488]"
pump,id_04,00000080.wav,normal,98.7947,EXCELLENT,7.6817,11.7954,0.479574,0.726567,0.669084,0.722054,0.730219,0.659469,"[145, 253, 151, 83, 24, 70, 190, 173, 157, 217, 29, 223, 232, 153, 105, 36, 174, 245, 200, 15]","[2.2328, 1.8455, 1.6083, 1.5779, 1.5631, 1.5356, 1.5296, 1.5164, 1.4911, 1.4587, 1.3519, 1.3265, 1.3241, 1.3186, 1.3082, 1.2654, 1.2173, 1.2126, 1.2089, 1.2052]"
pump,id_04,00000434.wav,normal,98.5401,EXCELLENT,8.3563,10.8678,0.598946,0.723597,0.651422,0.478909,0.552098,0.579752,"[238, 255, 154, 59, 19, 91, 153, 250, 66, 112, 228, 3, 0, 113, 243, 6, 151, 36, 12, 60]","[1.8762, 1.5739, 1.5735, 1.5372, 1.4903, 1.489, 1.412, 1.3656, 1.3411, 1.3406, 1.3159, 1.2767, 1.2035, 1.1915, 1.1904, 1.1689, 1.1586, 1.153, 1.1517, 1.143]"
pump,id_04,00000084.wav,normal,99.1471,EXCELLENT,6.5062,13.8185,0.43932,0.638735,1.131763,0.428383,0.499978,0.672203,"[137, 135, 244, 198, 16, 171, 152, 145, 85, 121, 115, 79, 158, 205, 56, 187, 119, 37, 222, 140]","[2.0797, 1.8909, 1.8845, 1.8561, 1.8021, 1.7765, 1.7542, 1.6873, 1.664, 1.5799, 1.54, 1.5118, 1.5015, 1.4898, 1.4716, 1.4444, 1.4431, 1.404, 1.4015, 1.3907]"
pump,id_04,00000273.wav,normal,97.8567,EXCELLENT,9.7647,16.9295,0.501764,0.935588,0.663793,0.305625,0.533252,0.499997,"[170, 19, 252, 112, 49, 106, 91, 13, 231, 57, 120, 162, 46, 132, 144, 250, 203, 154, 136, 255]","[2.1388, 2.0166, 2.0101, 1.9731, 1.9388, 1.9313, 1.9208, 1.9087, 1.8802, 1.871, 1.8676, 1.8562, 1.8469, 1.8237, 1.8179, 1.8089, 1.7917, 1.7874, 1.7745, 1.7736]"
pump,id_04,00000531.wav,normal,98.309,EXCELLENT,8.886,11.8743,0.710385,0.500049,0.711863,0.533518,0.470154,0.523184,"[124, 125, 59, 182, 12, 153, 225, 0, 237, 170, 4, 112, 91, 19, 36, 98, 8, 255, 6, 23]","[1.8993, 1.756, 1.6794, 1.6195, 1.6192, 1.6046, 1.5847, 1.5383, 1.5193, 1.5154, 1.4533, 1.4368, 1.4293, 1.4105, 1.4009, 1.3977, 1.3839, 1.3736, 1.3215, 1.2974]"
pump,id_04,00000617.wav,normal,99.3208,EXCELLENT,5.7595,4.5131,0.50854,0.732167,0.790757,0.771682,0.620344,0.549569,"[253, 177, 36, 131, 190, 9, 217, 226, 157, 237, 228, 70, 96, 209, 145, 76, 189, 55, 182, 83]","[0.8601, 0.6713, 0.6377, 0.6294, 0.6125, 0.5794, 0.5735, 0.5501, 0.5421, 0.5242, 0.5237, 0.5128, 0.5111, 0.4972, 0.4937, 0.4937, 0.4842, 0.4815, 0.4775, 0.4698]"
pump,id_04,00000509.wav,normal,96.0462,EXCELLENT,12.1959,11.0532,0.520627,0.621234,0.768436,0.61081,0.558313,0.884581,"[0, 10, 12, 131, 208, 55, 41, 36, 85, 83, 125, 198, 151, 237, 66, 255, 217, 158, 79, 145]","[1.6647, 1.557, 1.5516, 1.5109, 1.4629, 1.4628, 1.4529, 1.4507, 1.45, 1.4312, 1.4116, 1.4019, 1.3914, 1.3751, 1.3594, 1.3464, 1.3226, 1.316, 1.301, 1.2766]"
pump,id_04,00000508.wav,normal,93.7317,EXCELLENT,14.2158,10.0028,0.45752,0.510075,0.843202,0.649549,0.778782,0.824456,"[121, 145, 217, 198, 16, 150, 245, 55, 85, 203, 115, 173, 83, 30, 41, 208, 29, 43, 63, 36]","[1.5068, 1.4825, 1.4504, 1.4409, 1.369, 1.3544, 1.3208, 1.2957, 1.2793, 1.2768, 1.2565, 1.256, 1.2325, 1.2132, 1.2053, 1.1838, 1.1168, 1.1073, 1.0885, 1.0855]"
pump,id_04,00000000.wav,abnormal,0.0,CRITICAL,83.0988,50.1809,0.706303,0.883509,0.803516,1.256994,1.420751,0.972301,"[17, 154, 133, 248, 231, 228, 3, 18, 100, 107, 112, 202, 123, 238, 209, 163, 226, 60, 186, 249]","[6.4654, 6.2431, 6.0988, 5.9254, 5.816, 5.7938, 5.6479, 5.5823, 5.5342, 5.516, 5.4911, 5.4798, 5.4411, 5.4194, 5.2812, 5.2712, 5.2638, 5.2426, 5.1663, 5.1221]"
pump,id_04,00000001.wav,abnormal,43.372,CRITICAL,29.58,18.0753,0.781199,0.647736,0.67159,0.909315,0.763177,0.905559,"[61, 239, 105, 132, 120, 51, 144, 5, 204, 68, 92, 169, 13, 138, 233, 104, 174, 102, 94, 46]","[2.1609, 2.1051, 2.0988, 2.0786, 2.0652, 2.0498, 2.0182, 2.0106, 2.0045, 1.9579, 1.9474, 1.9265, 1.8929, 1.866, 1.8504, 1.8366, 1.8159, 1.8138, 1.7984, 1.7808]"
pump,id_04,00000002.wav,abnormal,0.0,CRITICAL,97.1399,74.4549,0.97675,0.761914,0.913094,0.822139,1.876191,0.628501,"[228, 17, 226, 189, 18, 133, 123, 46, 118, 163, 248, 112, 215, 89, 209, 172, 96, 107, 28, 1]","[10.6034, 10.5848, 10.1486, 9.8297, 8.5573, 8.5481, 8.3699, 8.2356, 8.1648, 8.1337, 8.0969, 8.0315, 7.9246, 7.8804, 7.8295, 7.5915, 7.524, 7.5084, 7.4941, 7.4046]"
pump,id_04,00000003.wav,abnormal,48.6113,CRITICAL,28.3858,27.2083,1.306175,0.836279,0.755664,1.935585,0.866041,0.747995,"[212, 156, 201, 165, 221, 113, 32, 80, 149, 31, 26, 235, 210, 60, 105, 27, 116, 100, 3, 189]","[4.8801, 4.8485, 4.7669, 4.4673, 4.4081, 4.3557, 3.864, 3.5234, 3.4599, 3.292, 3.1279, 3.1022, 3.056, 3.0244, 2.8982, 2.893, 2.8865, 2.8767, 2.7881, 2.7625]"
pump,id_04,00000004.wav,abnormal,0.0,CRITICAL,111.1381,68.9319,1.565455,1.530771,1.349889,0.678576,1.893087,0.547455,"[202, 177, 101, 53, 131, 123, 208, 226, 55, 197, 96, 209, 220, 189, 133, 36, 158, 245, 248, 107]","[9.191, 9.1587, 8.9241, 8.6637, 8.5132, 8.4321, 8.3758, 8.3261, 8.0748, 7.9677, 7.9012, 7.8739, 7.8583, 7.7726, 7.7135, 7.6359, 7.6064, 7.5272, 7.5186, 7.4087]"
pump,id_04,00000005.wav,abnormal,96.6983,EXCELLENT,11.4536,8.5272,0.580596,0.716128,0.75046,0.87695,0.90299,0.827882,"[230, 150, 121, 173, 101, 97, 75, 30, 64, 245, 198, 196, 217, 155, 43, 240, 220, 67, 167, 232]","[1.2928, 1.2514, 1.1756, 1.1129, 1.1082, 1.1065, 1.0927, 1.0837, 1.0796, 1.0712, 1.0455, 1.0302, 1.0008, 1.0008, 0.9993, 0.9932, 0.9508, 0.941, 0.9265, 0.9245]"
pump,id_04,00000006.wav,abnormal,0.0,CRITICAL,119.9423,93.535,1.536562,1.714211,1.148062,1.202522,1.996202,1.797164,"[189, 228, 36, 226, 17, 177, 131, 202, 208, 123, 107, 9, 192, 197, 209, 235, 133, 248, 14, 110]","[15.4896, 14.7386, 13.4613, 12.9823, 12.2575, 12.1345, 12.0541, 11.4882, 11.2143, 10.8391, 10.8041, 10.7408, 10.5984, 10.5927, 10.3618, 10.3312, 10.1294, 9.9831, 9.6952, 9.5851]"
pump,id_04,00000007.wav,abnormal,72.3694,WARNING,22.7026,24.3983,0.862263,0.870493,0.76688,0.964406,0.742451,0.830185,"[121, 245, 75, 96, 201, 198, 107, 220, 30, 250, 150, 149, 101, 97, 43, 162, 212, 211, 154, 64]","[3.3207, 3.2248, 3.1315, 3.1152, 3.1028, 3.0574, 3.0508, 3.042, 2.9325, 2.93, 2.9224, 2.9008, 2.8817, 2.8728, 2.8449, 2.832, 2.8143, 2.7429, 2.7411, 2.6925]"
pump,id_04,00000008.wav,abnormal,0.0,CRITICAL,117.4736,70.8116,1.742672,2.093207,1.422817,0.544218,1.741577,0.482929,"[226, 228, 123, 17, 213, 133, 189, 131, 96, 202, 34, 209, 53, 163, 248, 154, 101, 215, 177, 220]","[9.6976, 9.4285, 8.8538, 8.7609, 8.7021, 8.5888, 8.5783, 8.5263, 8.5241, 8.4746, 8.14, 7.9439, 7.8874, 7.6412, 7.6062, 7.4118, 7.3749, 7.3481, 7.3152, 7.2674]"
pump,id_04,00000009.wav,abnormal,91.961,EXCELLENT,15.3927,20.4794,0.943999,1.293642,0.881052,0.513354,1.206314,1.123875,"[64, 75, 230, 30, 121, 58, 107, 152, 37, 155, 101, 171, 140, 25, 6, 177, 150, 97, 157, 198]","[3.4365, 3.1073, 3.0769, 2.9166, 2.9045, 2.8828, 2.8312, 2.7945, 2.7584, 2.6694, 2.5898, 2.5408, 2.5388, 2.488, 2.4561, 2.3692, 2.3343, 2.2833, 2.2794, 2.2553]"
pump,id_04,00000010.wav,abnormal,0.0,CRITICAL,126.7638,75.4693,1.846289,2.182086,1.468587,0.616943,1.892421,0.812781,"[226, 213, 123, 131, 17, 34, 228, 96, 133, 215, 189, 202, 163, 46, 41, 209, 190, 89, 7, 53]","[10.7746, 9.9024, 9.6191, 9.3656, 9.3611, 9.3012, 9.1817, 8.9475, 8.9286, 8.915, 8.8243, 8.4478, 8.4351, 8.0886, 7.9925, 7.9725, 7.9143, 7.8437, 7.7952, 7.644]"
pump,id_04,00000011.wav,abnormal,98.9892,EXCELLENT,7.077,9.3842,0.617245,0.627252,0.799416,0.761953,0.93543,0.420941,"[240, 67, 15, 188, 63, 150, 159, 164, 130, 126, 230, 118, 2, 173, 35, 21, 30, 232, 29, 43]","[1.2745, 1.267, 1.2416, 1.2223, 1.2112, 1.1423, 1.1189, 1.1108, 1.1047, 1.0697, 1.0654, 1.0276, 1.013, 1.0124, 1.0078, 0.9953, 0.9952, 0.9936, 0.9882, 0.9819]"
pump,id_04,00000012.wav,abnormal,0.0,CRITICAL,111.2006,55.5308,1.645869,1.67177,1.192364,0.725258,1.822511,1.28769,"[117, 176, 123, 98, 131, 182, 189, 202, 197, 125, 227, 53, 34, 26, 235, 36, 214, 9, 209, 213]","[6.8707, 6.7749, 6.7746, 6.4331, 6.4228, 6.4212, 6.4088, 6.2405, 6.2057, 6.2002, 6.1982, 6.1361, 6.1177, 6.0608, 6.0391, 6.0365, 5.9994, 5.9976, 5.9085, 5.8509]"
pump,id_04,00000013.wav,abnormal,98.2104,EXCELLENT,9.0933,10.8719,0.576843,0.817271,0.710188,0.76964,1.030971,0.553508,"[35, 159, 5, 84, 63, 232, 51, 188, 173, 213, 240, 211, 132, 164, 29, 203, 82, 67, 127, 162]","[1.5041, 1.494, 1.4052, 1.4019, 1.3934, 1.3207, 1.3149, 1.3077, 1.2535, 1.2301, 1.2205, 1.1719, 1.1654, 1.1606, 1.1587, 1.157, 1.1318, 1.128, 1.1273, 1.1263]"
pump,id_04,00000014.wav,abnormal,0.0,CRITICAL,113.5601,90.4433,1.266296,1.241634,0.995426,0.808378,1.887885,1.014656,"[226, 17, 96, 131, 123, 228, 245, 163, 36, 215, 189, 202, 208, 107, 41, 213, 101, 133, 55, 46]","[14.0187, 12.226, 11.7373, 11.1747, 11.1333, 11.1015, 10.8877, 10.8562, 10.7036, 10.6946, 10.632, 10.6174, 10.5562, 10.4668, 10.435, 10.4265, 10.2034, 10.1829, 10.1435, 9.9392]"
pump,id_06,00000048.wav,normal,99.7709,EXCELLENT,3.7974,10.0924,0.704965,0.69953,0.776753,0.603915,0.652284,0.956937,"[145, 16, 245, 115, 121, 253, 107, 49, 198, 39, 106, 96, 70, 94, 112, 91, 18, 100, 154, 11]","[1.6623, 1.2777, 1.2682, 1.2661, 1.2319, 1.2228, 1.195, 1.1905, 1.1449, 1.1264, 1.1232, 1.113, 1.0943, 1.084, 1.0751, 1.0738, 1.073, 1.0718, 1.0714, 1.0446]"
pump,id_06,00000507.wav,normal,99.0728,EXCELLENT,7.7856,8.8661,0.542075,1.135858,1.160973,0.697858,0.901199,0.234899,"[143, 180, 72, 74, 78, 39, 52, 66, 86, 191, 73, 20, 45, 99, 19, 239, 4, 176, 95, 199]","[1.2112, 1.1954, 1.1778, 1.1349, 1.107, 1.0934, 1.0345, 1.0329, 1.0313, 1.0229, 1.0149, 1.0009, 1.0003, 0.973, 0.9723, 0.9541, 0.9429, 0.9404, 0.9383, 0.9296]"
pump,id_06,00000569.wav,normal,65.0989,WARNING,24.112,18.4592,1.51059,1.207034,0.937727,2.572548,1.819017,2.284248,"[113, 221, 105, 201, 165, 15, 212, 32, 60, 100, 80, 156, 220, 178, 26, 224, 151, 149, 59, 31]","[4.2651, 3.9883, 3.5289, 3.2865, 2.8318, 2.4987, 2.4816, 2.4488, 2.347, 2.287, 2.2192, 2.1732, 2.0514, 1.9694, 1.9609, 1.9298, 1.9055, 1.8801, 1.8702, 1.8608]"
pump,id_06,00000437.wav,normal,81.2445,GOOD,19.9698,18.2365,0.794313,0.848312,1.032576,0.589743,0.768742,0.999565,"[32, 157, 166, 113, 87, 210, 6, 38, 64, 153, 225, 10, 88, 3, 24, 155, 165, 212, 230, 196]","[2.0929, 2.0541, 2.0003, 1.9977, 1.9477, 1.9465, 1.9395, 1.9252, 1.909, 1.9002, 1.8981, 1.8914, 1.8743, 1.8658, 1.8617, 1.8616, 1.8387, 1.826, 1.8233, 1.8211]"
pump,id_06,00000695.wav,normal,78.3846,GOOD,20.814,25.274,1.200677,0.808288,0.625668,3.399026,0.637894,0.596821,"[235, 202, 248, 209, 107, 30, 177, 133, 208, 197, 16, 227, 115, 123, 139, 9, 163, 53, 158, 36]","[3.4187, 3.3579, 3.3405, 3.2103, 3.2098, 3.16, 3.1215, 3.1072, 3.0281, 3.0104, 3.0052, 2.9994, 2.9571, 2.9093, 2.8597, 2.859, 2.8463, 2.7992, 2.7697, 2.7668]"
pump,id_06,00000641.wav,normal,94.6927,EXCELLENT,13.9192,18.755,0.660081,0.729128,0.695179,0.898101,0.651513,1.012053,"[15, 185, 105, 1, 242, 118, 174, 144, 145, 11, 104, 31, 94, 141, 46, 169, 183, 42, 92, 18]","[2.5533, 2.4473, 2.3484, 2.3262, 2.2968, 2.2639, 2.2393, 2.1937, 2.1756, 2.1585, 2.1181, 2.1138, 2.1033, 2.0832, 2.0785, 2.0709, 2.0146, 1.9866, 1.9721, 1.9707]"
pump,id_06,00000179.wav,normal,99.044,EXCELLENT,7.8801,12.4497,0.551471,0.643376,0.751034,0.560257,0.650768,0.857032,"[118, 156, 171, 56, 251, 31, 90, 46, 141, 15, 168, 172, 11, 192, 184, 28, 206, 224, 187, 234]","[1.4926, 1.4888, 1.3982, 1.3803, 1.378, 1.378, 1.3712, 1.3509, 1.3404, 1.3388, 1.3298, 1.3222, 1.3132, 1.2997, 1.2853, 1.2781, 1.2718, 1.2689, 1.2653, 1.2558]"
pump,id_06,00000752.wav,normal,99.0917,EXCELLENT,7.7221,9.01,0.544236,0.568175,0.688189,0.505793,0.485226,0.714801,"[74, 178, 45, 52, 191, 161, 33, 68, 246, 139, 199, 132, 2, 239, 27, 105, 61, 138, 26, 51]","[1.2905, 1.2413, 1.2342, 1.2241, 1.2067, 1.1874, 1.1059, 1.0882, 1.0695, 1.0424, 1.0248, 1.0246, 1.0188, 1.0129, 1.0033, 0.9913, 0.9844, 0.9772, 0.9591, 0.953]"
pump,id_06,00000605.wav,normal,98.2591,EXCELLENT,9.8121,11.1805,0.468067,0.493773,0.580609,0.467244,0.714553,0.815329,"[238, 60, 154, 250, 221, 100, 18, 133, 113, 220, 25, 3, 186, 178, 255, 91, 59, 99, 106, 249]","[1.8717, 1.8405, 1.7375, 1.7204, 1.6934, 1.5329, 1.4896, 1.4818, 1.4312, 1.4266, 1.3996, 1.3819, 1.3748, 1.3707, 1.313, 1.2811, 1.2336, 1.2118, 1.2009, 1.1986]"
pump,id_06,00000570.wav,normal,37.6596,CRITICAL,29.9435,23.4477,1.168666,0.558243,0.633444,1.232624,0.46775,1.030208,"[13, 46, 134, 203, 112, 100, 231, 133, 57, 252, 49, 154, 186, 162, 248, 163, 17, 20, 215, 144]","[3.7124, 3.2953, 3.1379, 3.1111, 3.0191, 3.0114, 2.9244, 2.9216, 2.704, 2.6811, 2.6261, 2.6002, 2.5871, 2.5826, 2.5712, 2.568, 2.5565, 2.5472, 2.5384, 2.5035]"
pump,id_06,00000062.wav,normal,98.6157,EXCELLENT,9.0546,14.3418,0.735582,0.462764,0.522072,0.688341,0.534788,0.799258,"[94, 179, 18, 100, 1, 203, 89, 200, 17, 16, 78, 144, 185, 106, 92, 49, 11, 163, 127, 13]","[1.8632, 1.8022, 1.7592, 1.7224, 1.7146, 1.695, 1.6929, 1.6625, 1.6416, 1.6325, 1.6289, 1.6226, 1.6153, 1.6105, 1.594, 1.5896, 1.5823, 1.5798, 1.576, 1.5734]"
pump,id_06,00000281.wav,normal,99.5826,EXCELLENT,5.4354,8.2208,0.527325,0.594583,0.742738,0.653093,0.763724,0.795082,"[145, 245, 16, 253, 96, 115, 11, 94, 143, 112, 121, 39, 49, 137, 198, 106, 120, 203, 107, 236]","[1.4972, 1.0554, 1.0409, 1.0062, 0.9902, 0.9614, 0.9612, 0.9549, 0.9376, 0.9328, 0.9261, 0.9252, 0.9124, 0.9025, 0.8986, 0.8955, 0.8886, 0.8856, 0.859, 0.856]"
pump,id_06,00000307.wav,normal,99.5698,EXCELLENT,5.5205,7.7646,0.632046,0.743238,0.764184,0.570762,0.54548,0.818306,"[145, 137, 11, 236, 16, 96, 144, 245, 94, 89, 179, 203, 17, 115, 92, 226, 200, 57, 253, 198]","[1.5063, 1.0924, 1.0725, 1.0663, 1.0544, 1.0342, 0.9544, 0.9408, 0.9395, 0.9237, 0.8971, 0.8862, 0.8754, 0.8667, 0.852, 0.8489, 0.8486, 0.8423, 0.8395, 0.8368]"
pump,id_06,00000423.wav,normal,98.7828,EXCELLENT,8.6402,16.8031,0.670551,1.124779,1.45844,0.717434,0.776461,0.34681,"[86, 67, 176, 170, 23, 50, 252, 196, 98, 149, 214, 14, 132, 126, 88, 44, 117, 110, 51, 9]","[2.0554, 2.0036, 1.9745, 1.9571, 1.9389, 1.9019, 1.8573, 1.8519, 1.8174, 1.8037, 1.8037, 1.7997, 1.7953, 1.7907, 1.7766, 1.7746, 1.765, 1.7579, 1.7343, 1.7299]"
pump,id_06,00000226.wav,normal,99.0896,EXCELLENT,7.7293,20.1644,0.601128,0.625163,0.644693,0.528439,0.498216,0.320024,"[105, 94, 104, 144, 13, 1, 185, 242, 57, 78, 169, 42, 106, 207, 49, 120, 174, 18, 92, 89]","[2.5178, 2.4967, 2.4595, 2.4579, 2.4413, 2.4369, 2.4261, 2.4153, 2.3748, 2.37, 2.3179, 2.3119, 2.3038, 2.2793, 2.266, 2.2592, 2.2532, 2.2328, 2.2282, 2.1991]"
pump,id_06,00000000.wav,abnormal,0.5171,CRITICAL,48.6209,35.5944,1.718575,1.65179,0.944702,1.709913,0.800485,1.689591,"[99, 127, 200, 74, 161, 240, 211, 63, 203, 16, 115, 120, 236, 73, 162, 96, 92, 43, 149, 126]","[4.6972, 4.5191, 4.283, 4.1711, 4.1561, 4.1479, 4.0049, 3.9339, 3.8813, 3.8488, 3.8396, 3.8081, 3.7774, 3.7689, 3.7428, 3.7367, 3.6748, 3.6482, 3.6336, 3.6145]"
pump,id_06,00000001.wav,abnormal,96.5451,EXCELLENT,12.2421,17.7644,0.593229,0.671541,0.767117,0.543774,0.691896,0.359073,"[252, 67, 173, 51, 126, 230, 254, 162, 132, 61, 240, 231, 148, 150, 86, 196, 73, 232, 168, 44]","[2.2555, 2.2133, 2.1408, 2.1036, 2.0733, 2.0438, 2.0398, 2.0393, 2.0189, 1.9741, 1.9703, 1.9257, 1.919, 1.9097, 1.9092, 1.8873, 1.8486, 1.8318, 1.8099, 1.8004]"
pump,id_06,00000002.wav,abnormal,0.0,CRITICAL,70.2354,42.2755,1.004033,1.22133,1.209637,0.776007,0.621906,0.906828,"[175, 130, 63, 71, 178, 247, 161, 159, 188, 43, 128, 240, 85, 2, 114, 160, 151, 119, 35, 146]","[6.4534, 5.6104, 5.4456, 5.3781, 5.3614, 5.2637, 5.2096, 5.095, 5.0746, 5.0198, 4.9855, 4.9389, 4.9113, 4.8731, 4.8382, 4.8214, 4.8011, 4.674, 4.5891, 4.578]"
pump,id_06,00000003.wav,abnormal,87.1954,GOOD,17.9048,26.7709,0.63749,0.601283,0.875033,0.552536,0.663692,0.169161,"[171, 224, 119, 242, 222, 80, 13, 118, 20, 241, 141, 105, 65, 156, 22, 216, 172, 42, 185, 140]","[3.3176, 3.2057, 3.0055, 2.9779, 2.871, 2.8597, 2.855, 2.8175, 2.7952, 2.7948, 2.7767, 2.7626, 2.7312, 2.7289, 2.7031, 2.6981, 2.6948, 2.6925, 2.6888, 2.6763]"
